,Provincias,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total
8316,25,65 y más,Españoles,Hombres,2006,33.688
8317,25,65 y más,Españoles,Hombres,2005,33.687
8318,25,65 y más,Españoles,Hombres,2004,34.302
8319,25,65 y más,Españoles,Hombres,2003,34.642
8320,25,65 y más,Españoles,Hombres,2002,34.655
8321,25,65 y más,Españoles,Hombres,2001,34.555
8322,25,65 y más,Españoles,Hombres,2000,34.068
8323,25,65 y más,Españoles,Hombres,1999,33.979
8324,25,65 y más,Españoles,Hombres,1998,33.366
8325,25,65 y más,Españoles,Mujeres,2022,46.926
8326,25,65 y más,Españoles,Mujeres,2021,46.601
8327,25,65 y más,Españoles,Mujeres,2020,46.350
8328,25,65 y más,Españoles,Mujeres,2019,46.074
8329,25,65 y más,Españoles,Mujeres,2018,45.836
8330,25,65 y más,Españoles,Mujeres,2017,45.456
8331,25,65 y más,Españoles,Mujeres,2016,45.313
8332,25,65 y más,Españoles,Mujeres,2015,45.239
8333,25,65 y más,Españoles,Mujeres,2014,44.991
8334,25,65 y más,Españoles,Mujeres,2013,44.425
8335,25,65 y más,Españoles,Mujeres,2012,44.145
8336,25,65 y más,Españoles,Mujeres,2011,43.917
8337,25,65 y más,Españoles,Mujeres,2010,43.614
8338,25,65 y más,Españoles,Mujeres,2009,43.308
8339,25,65 y más,Españoles,Mujeres,2008,43.039
8340,25,65 y más,Españoles,Mujeres,2007,43.038
8341,25,65 y más,Españoles,Mujeres,2006,42.960
8342,25,65 y más,Españoles,Mujeres,2005,42.796
8343,25,65 y más,Españoles,Mujeres,2004,43.283
8344,25,65 y más,Españoles,Mujeres,2003,43.428
8345,25,65 y más,Españoles,Mujeres,2002,43.392
8346,25,65 y más,Españoles,Mujeres,2001,42.822
8347,25,65 y más,Españoles,Mujeres,2000,41.907
8348,25,65 y más,Españoles,Mujeres,1999,41.417
8349,25,65 y más,Españoles,Mujeres,1998,40.564
8350,25,65 y más,Extranjeros,Hombres,2022,1.058
8351,25,65 y más,Extranjeros,Hombres,2021,918
8352,25,65 y más,Extranjeros,Hombres,2020,811
8353,25,65 y más,Extranjeros,Hombres,2019,684
8354,25,65 y más,Extranjeros,Hombres,2018,590
8355,25,65 y más,Extranjeros,Hombres,2017,491
8356,25,65 y más,Extranjeros,Hombres,2016,472
8357,25,65 y más,Extranjeros,Hombres,2015,429
8358,25,65 y más,Extranjeros,Hombres,2014,381
8359,25,65 y más,Extranjeros,Hombres,2013,372
8360,25,65 y más,Extranjeros,Hombres,2012,363
8361,25,65 y más,Extranjeros,Hombres,2011,327
8362,25,65 y más,Extranjeros,Hombres,2010,315
8363,25,65 y más,Extranjeros,Hombres,2009,299
8364,25,65 y más,Extranjeros,Hombres,2008,263
8365,25,65 y más,Extranjeros,Hombres,2007,204
8366,25,65 y más,Extranjeros,Hombres,2006,218
8367,25,65 y más,Extranjeros,Hombres,2005,209
8368,25,65 y más,Extranjeros,Hombres,2004,136
8369,25,65 y más,Extranjeros,Hombres,2003,123
8370,25,65 y más,Extranjeros,Hombres,2002,112
8371,25,65 y más,Extranjeros,Hombres,2001,95
8372,25,65 y más,Extranjeros,Hombres,2000,272
8373,25,65 y más,Extranjeros,Hombres,1999,228
8374,25,65 y más,Extranjeros,Hombres,1998,63
8375,25,65 y más,Extranjeros,Mujeres,2022,1.193
8376,25,65 y más,Extranjeros,Mujeres,2021,1.071
8377,25,65 y más,Extranjeros,Mujeres,2020,1.009
8378,25,65 y más,Extranjeros,Mujeres,2019,869
8379,25,65 y más,Extranjeros,Mujeres,2018,769
8380,25,65 y más,Extranjeros,Mujeres,2017,675
8381,25,65 y más,Extranjeros,Mujeres,2016,605
8382,25,65 y más,Extranjeros,Mujeres,2015,574
8383,25,65 y más,Extranjeros,Mujeres,2014,545
8384,25,65 y más,Extranjeros,Mujeres,2013,565
8385,25,65 y más,Extranjeros,Mujeres,2012,518
8386,25,65 y más,Extranjeros,Mujeres,2011,478
8387,25,65 y más,Extranjeros,Mujeres,2010,441
8388,25,65 y más,Extranjeros,Mujeres,2009,407
8389,25,65 y más,Extranjeros,Mujeres,2008,370
8390,25,65 y más,Extranjeros,Mujeres,2007,300
8391,25,65 y más,Extranjeros,Mujeres,2006,284
8392,25,65 y más,Extranjeros,Mujeres,2005,266
8393,25,65 y más,Extranjeros,Mujeres,2004,210
8394,25,65 y más,Extranjeros,Mujeres,2003,179
8395,25,65 y más,Extranjeros,Mujeres,2002,165
8396,25,65 y más,Extranjeros,Mujeres,2001,144
8397,25,65 y más,Extranjeros,Mujeres,2000,380
8398,25,65 y más,Extranjeros,Mujeres,1999,296
8399,25,65 y más,Extranjeros,Mujeres,1998,111
8400,27,0-15 años,Españoles,Hombres,2022,16.319
8401,27,0-15 años,Españoles,Hombres,2021,16.550
8402,27,0-15 años,Españoles,Hombres,2020,16.811
8403,27,0-15 años,Españoles,Hombres,2019,17.022
8404,27,0-15 años,Españoles,Hombres,2018,17.167
8405,27,0-15 años,Españoles,Hombres,2017,17.204
8406,27,0-15 años,Españoles,Hombres,2016,17.289
8407,27,0-15 años,Españoles,Hombres,2015,17.305
8408,27,0-15 años,Españoles,Hombres,2014,17.235
8409,27,0-15 años,Españoles,Hombres,2013,17.234
8410,27,0-15 años,Españoles,Hombres,2012,17.101
8411,27,0-15 años,Españoles,Hombres,2011,17.075
8412,27,0-15 años,Españoles,Hombres,2010,17.115
8413,27,0-15 años,Españoles,Hombres,2009,17.246
8414,27,0-15 años,Españoles,Hombres,2008,17.461
8415,27,0-15 años,Españoles,Hombres,2007,17.615
8416,27,0-15 años,Españoles,Hombres,2006,17.973
8417,27,0-15 años,Españoles,Hombres,2005,18.399
8418,27,0-15 años,Españoles,Hombres,2004,18.829
8419,27,0-15 años,Españoles,Hombres,2003,19.263
8420,27,0-15 años,Españoles,Hombres,2002,19.751
8421,27,0-15 años,Españoles,Hombres,2001,20.629
8422,27,0-15 años,Españoles,Hombres,2000,21.524
8423,27,0-15 años,Españoles,Hombres,1999,22.470
8424,27,0-15 años,Españoles,Hombres,1998,23.442
8425,27,0-15 años,Españoles,Mujeres,2022,15.806
8426,27,0-15 años,Españoles,Mujeres,2021,15.987
8427,27,0-15 años,Españoles,Mujeres,2020,16.158
8428,27,0-15 años,Españoles,Mujeres,2019,16.504
8429,27,0-15 años,Españoles,Mujeres,2018,16.480
8430,27,0-15 años,Españoles,Mujeres,2017,16.428
8431,27,0-15 años,Españoles,Mujeres,2016,16.547
8432,27,0-15 años,Españoles,Mujeres,2015,16.498
8433,27,0-15 años,Españoles,Mujeres,2014,16.492
8434,27,0-15 años,Españoles,Mujeres,2013,16.402
8435,27,0-15 años,Españoles,Mujeres,2012,16.248
8436,27,0-15 años,Españoles,Mujeres,2011,16.238
8437,27,0-15 años,Españoles,Mujeres,2010,16.362
8438,27,0-15 años,Españoles,Mujeres,2009,16.428
8439,27,0-15 años,Españoles,Mujeres,2008,16.605
8440,27,0-15 años,Españoles,Mujeres,2007,16.726
8441,27,0-15 años,Españoles,Mujeres,2006,17.176
8442,27,0-15 años,Españoles,Mujeres,2005,17.504
8443,27,0-15 años,Españoles,Mujeres,2004,17.993
8444,27,0-15 años,Españoles,Mujeres,2003,18.448
8445,27,0-15 años,Españoles,Mujeres,2002,18.999
8446,27,0-15 años,Españoles,Mujeres,2001,19.856
8447,27,0-15 años,Españoles,Mujeres,2000,20.738
8448,27,0-15 años,Españoles,Mujeres,1999,21.778
8449,27,0-15 años,Españoles,Mujeres,1998,22.627
8450,27,0-15 años,Extranjeros,Hombres,2022,1.189
8451,27,0-15 años,Extranjeros,Hombres,2021,1.188
8452,27,0-15 años,Extranjeros,Hombres,2020,1.188
8453,27,0-15 años,Extranjeros,Hombres,2019,1.046
8454,27,0-15 años,Extranjeros,Hombres,2018,920
8455,27,0-15 años,Extranjeros,Hombres,2017,893
8456,27,0-15 años,Extranjeros,Hombres,2016,883
8457,27,0-15 años,Extranjeros,Hombres,2015,884
8458,27,0-15 años,Extranjeros,Hombres,2014,1.034
8459,27,0-15 años,Extranjeros,Hombres,2013,1.136
8460,27,0-15 años,Extranjeros,Hombres,2012,1.122
8461,27,0-15 años,Extranjeros,Hombres,2011,1.112
8462,27,0-15 años,Extranjeros,Hombres,2010,1.085
8463,27,0-15 años,Extranjeros,Hombres,2009,1.047
8464,27,0-15 años,Extranjeros,Hombres,2008,840
8465,27,0-15 años,Extranjeros,Hombres,2007,684
8466,27,0-15 años,Extranjeros,Hombres,2006,603
8467,27,0-15 años,Extranjeros,Hombres,2005,585
8468,27,0-15 años,Extranjeros,Hombres,2004,450
8469,27,0-15 años,Extranjeros,Hombres,2003,417
8470,27,0-15 años,Extranjeros,Hombres,2002,316
8471,27,0-15 años,Extranjeros,Hombres,2001,258
8472,27,0-15 años,Extranjeros,Hombres,2000,238
8473,27,0-15 años,Extranjeros,Hombres,1999,224
8474,27,0-15 años,Extranjeros,Hombres,1998,207
8475,27,0-15 años,Extranjeros,Mujeres,2022,1.141
8476,27,0-15 años,Extranjeros,Mujeres,2021,1.187
8477,27,0-15 años,Extranjeros,Mujeres,2020,1.183
8478,27,0-15 años,Extranjeros,Mujeres,2019,1.095
8479,27,0-15 años,Extranjeros,Mujeres,2018,939
8480,27,0-15 años,Extranjeros,Mujeres,2017,888
8481,27,0-15 años,Extranjeros,Mujeres,2016,917
8482,27,0-15 años,Extranjeros,Mujeres,2015,932
8483,27,0-15 años,Extranjeros,Mujeres,2014,1.018
8484,27,0-15 años,Extranjeros,Mujeres,2013,1.115
8485,27,0-15 años,Extranjeros,Mujeres,2012,1.145
8486,27,0-15 años,Extranjeros,Mujeres,2011,1.139
8487,27,0-15 años,Extranjeros,Mujeres,2010,1.077
8488,27,0-15 años,Extranjeros,Mujeres,2009,969
8489,27,0-15 años,Extranjeros,Mujeres,2008,795
8490,27,0-15 años,Extranjeros,Mujeres,2007,629
8491,27,0-15 años,Extranjeros,Mujeres,2006,523
8492,27,0-15 años,Extranjeros,Mujeres,2005,480
8493,27,0-15 años,Extranjeros,Mujeres,2004,388
8494,27,0-15 años,Extranjeros,Mujeres,2003,363
8495,27,0-15 años,Extranjeros,Mujeres,2002,290
8496,27,0-15 años,Extranjeros,Mujeres,2001,248
8497,27,0-15 años,Extranjeros,Mujeres,2000,242
8498,27,0-15 años,Extranjeros,Mujeres,1999,208
8499,27,0-15 años,Extranjeros,Mujeres,1998,200
8500,27,16-64 años,Españoles,Hombres,2022,89.553
8501,27,16-64 años,Españoles,Hombres,2021,90.821
8502,27,16-64 años,Españoles,Hombres,2020,91.988
8503,27,16-64 años,Españoles,Hombres,2019,93.522
8504,27,16-64 años,Españoles,Hombres,2018,95.031
8505,27,16-64 años,Españoles,Hombres,2017,96.512
8506,27,16-64 años,Españoles,Hombres,2016,97.737
8507,27,16-64 años,Españoles,Hombres,2015,99.125
8508,27,16-64 años,Españoles,Hombres,2014,100.440
8509,27,16-64 años,Españoles,Hombres,2013,101.580
8510,27,16-64 años,Españoles,Hombres,2012,102.865
8511,27,16-64 años,Españoles,Hombres,2011,104.225
8512,27,16-64 años,Españoles,Hombres,2010,105.428
8513,27,16-64 años,Españoles,Hombres,2009,106.310
8514,27,16-64 años,Españoles,Hombres,2008,107.337
8515,27,16-64 años,Españoles,Hombres,2007,108.130
8516,27,16-64 años,Españoles,Hombres,2006,108.854
8517,27,16-64 años,Españoles,Hombres,2005,109.417
8518,27,16-64 años,Españoles,Hombres,2004,109.698
8519,27,16-64 años,Españoles,Hombres,2003,110.065
8520,27,16-64 años,Españoles,Hombres,2002,110.698
8521,27,16-64 años,Españoles,Hombres,2001,111.793
8522,27,16-64 años,Españoles,Hombres,2000,112.333
8523,27,16-64 años,Españoles,Hombres,1999,113.021
8524,27,16-64 años,Españoles,Hombres,1998,113.503
8525,27,16-64 años,Españoles,Mujeres,2022,89.283
8526,27,16-64 años,Españoles,Mujeres,2021,90.412
8527,27,16-64 años,Españoles,Mujeres,2020,91.331
8528,27,16-64 años,Españoles,Mujeres,2019,92.561
8529,27,16-64 años,Españoles,Mujeres,2018,93.981
8530,27,16-64 años,Españoles,Mujeres,2017,95.268
8531,27,16-64 años,Españoles,Mujeres,2016,96.118
8532,27,16-64 años,Españoles,Mujeres,2015,97.245
8533,27,16-64 años,Españoles,Mujeres,2014,98.222
8534,27,16-64 años,Españoles,Mujeres,2013,99.005
8535,27,16-64 años,Españoles,Mujeres,2012,100.279
8536,27,16-64 años,Españoles,Mujeres,2011,101.568
8537,27,16-64 años,Españoles,Mujeres,2010,102.512
8538,27,16-64 años,Españoles,Mujeres,2009,103.427
8539,27,16-64 años,Españoles,Mujeres,2008,104.346
8540,27,16-64 años,Españoles,Mujeres,2007,105.141
8541,27,16-64 años,Españoles,Mujeres,2006,105.888
8542,27,16-64 años,Españoles,Mujeres,2005,106.836
8543,27,16-64 años,Españoles,Mujeres,2004,107.150
8544,27,16-64 años,Españoles,Mujeres,2003,107.632
8545,27,16-64 años,Españoles,Mujeres,2002,108.340
8546,27,16-64 años,Españoles,Mujeres,2001,109.501
8547,27,16-64 años,Españoles,Mujeres,2000,110.521
8548,27,16-64 años,Españoles,Mujeres,1999,110.787
8549,27,16-64 años,Españoles,Mujeres,1998,111.648
8550,27,16-64 años,Extranjeros,Hombres,2022,6.956
8551,27,16-64 años,Extranjeros,Hombres,2021,6.740
8552,27,16-64 años,Extranjeros,Hombres,2020,6.600
8553,27,16-64 años,Extranjeros,Hombres,2019,6.073
8554,27,16-64 años,Extranjeros,Hombres,2018,5.691
8555,27,16-64 años,Extranjeros,Hombres,2017,5.383
8556,27,16-64 años,Extranjeros,Hombres,2016,5.385
8557,27,16-64 años,Extranjeros,Hombres,2015,5.401
8558,27,16-64 años,Extranjeros,Hombres,2014,5.783
8559,27,16-64 años,Extranjeros,Hombres,2013,6.265
8560,27,16-64 años,Extranjeros,Hombres,2012,6.332
8561,27,16-64 años,Extranjeros,Hombres,2011,6.263
8562,27,16-64 años,Extranjeros,Hombres,2010,6.178
8563,27,16-64 años,Extranjeros,Hombres,2009,6.081
8564,27,16-64 años,Extranjeros,Hombres,2008,5.050
8565,27,16-64 años,Extranjeros,Hombres,2007,3.616
8566,27,16-64 años,Extranjeros,Hombres,2006,3.037
8567,27,16-64 años,Extranjeros,Hombres,2005,2.476
8568,27,16-64 años,Extranjeros,Hombres,2004,1.911
8569,27,16-64 años,Extranjeros,Hombres,2003,1.882
8570,27,16-64 años,Extranjeros,Hombres,2002,1.545
8571,27,16-64 años,Extranjeros,Hombres,2001,1.241
8572,27,16-64 años,Extranjeros,Hombres,2000,1.161
8573,27,16-64 años,Extranjeros,Hombres,1999,1.009
8574,27,16-64 años,Extranjeros,Hombres,1998,911
8575,27,16-64 años,Extranjeros,Mujeres,2022,6.763
8576,27,16-64 años,Extranjeros,Mujeres,2021,6.629
8577,27,16-64 años,Extranjeros,Mujeres,2020,6.468
8578,27,16-64 años,Extranjeros,Mujeres,2019,5.760
8579,27,16-64 años,Extranjeros,Mujeres,2018,5.287
8580,27,16-64 años,Extranjeros,Mujeres,2017,4.999
8581,27,16-64 años,Extranjeros,Mujeres,2016,5.034
8582,27,16-64 años,Extranjeros,Mujeres,2015,4.990
8583,27,16-64 años,Extranjeros,Mujeres,2014,5.346
8584,27,16-64 años,Extranjeros,Mujeres,2013,5.836
8585,27,16-64 años,Extranjeros,Mujeres,2012,5.730
8586,27,16-64 años,Extranjeros,Mujeres,2011,5.608
8587,27,16-64 años,Extranjeros,Mujeres,2010,5.483
8588,27,16-64 años,Extranjeros,Mujeres,2009,5.161
8589,27,16-64 años,Extranjeros,Mujeres,2008,4.584
8590,27,16-64 años,Extranjeros,Mujeres,2007,3.863
8591,27,16-64 años,Extranjeros,Mujeres,2006,3.538
8592,27,16-64 años,Extranjeros,Mujeres,2005,3.115
8593,27,16-64 años,Extranjeros,Mujeres,2004,2.562
8594,27,16-64 años,Extranjeros,Mujeres,2003,2.332
8595,27,16-64 años,Extranjeros,Mujeres,2002,1.888
8596,27,16-64 años,Extranjeros,Mujeres,2001,1.479
8597,27,16-64 años,Extranjeros,Mujeres,2000,1.256
8598,27,16-64 años,Extranjeros,Mujeres,1999,1.080
8599,27,16-64 años,Extranjeros,Mujeres,1998,942
8600,27,65 y más,Españoles,Hombres,2022,42.602
8601,27,65 y más,Españoles,Hombres,2021,42.259
8602,27,65 y más,Españoles,Hombres,2020,41.937
8603,27,65 y más,Españoles,Hombres,2019,41.749
8604,27,65 y más,Españoles,Hombres,2018,41.580
8605,27,65 y más,Españoles,Hombres,2017,41.559
8606,27,65 y más,Españoles,Hombres,2016,41.655
8607,27,65 y más,Españoles,Hombres,2015,41.691
8608,27,65 y más,Españoles,Hombres,2014,41.646
8609,27,65 y más,Españoles,Hombres,2013,41.613
8610,27,65 y más,Españoles,Hombres,2012,41.933
8611,27,65 y más,Españoles,Hombres,2011,42.019
8612,27,65 y más,Españoles,Hombres,2010,42.021
8613,27,65 y más,Españoles,Hombres,2009,42.105
8614,27,65 y más,Españoles,Hombres,2008,42.083
8615,27,65 y más,Españoles,Hombres,2007,42.237
8616,27,65 y más,Españoles,Hombres,2006,42.357
8617,27,65 y más,Españoles,Hombres,2005,42.401
8618,27,65 y más,Españoles,Hombres,2004,42.825
8619,27,65 y más,Españoles,Hombres,2003,43.171
8620,27,65 y más,Españoles,Hombres,2002,43.179
8621,27,65 y más,Españoles,Hombres,2001,42.849
8622,27,65 y más,Españoles,Hombres,2000,42.242
8623,27,65 y más,Españoles,Hombres,1999,41.723
8624,27,65 y más,Españoles,Hombres,1998,40.921
8625,27,65 y más,Españoles,Mujeres,2022,53.567
8626,27,65 y más,Españoles,Mujeres,2021,53.471
8627,27,65 y más,Españoles,Mujeres,2020,53.568
8628,27,65 y más,Españoles,Mujeres,2019,53.645
8629,27,65 y más,Españoles,Mujeres,2018,53.690
8630,27,65 y más,Españoles,Mujeres,2017,54.027
8631,27,65 y más,Españoles,Mujeres,2016,54.515
8632,27,65 y más,Españoles,Mujeres,2015,54.882
8633,27,65 y más,Españoles,Mujeres,2014,55.109
8634,27,65 y más,Españoles,Mujeres,2013,55.407
8635,27,65 y más,Españoles,Mujeres,2012,55.738
8636,27,65 y más,Españoles,Mujeres,2011,55.903
8637,27,65 y más,Españoles,Mujeres,2010,55.890
8638,27,65 y más,Españoles,Mujeres,2009,56.082
8639,27,65 y más,Españoles,Mujeres,2008,56.135
8640,27,65 y más,Españoles,Mujeres,2007,56.251
8641,27,65 y más,Españoles,Mujeres,2006,56.355
8642,27,65 y más,Españoles,Mujeres,2005,56.138
8643,27,65 y más,Españoles,Mujeres,2004,56.415
8644,27,65 y más,Españoles,Mujeres,2003,56.704
8645,27,65 y más,Españoles,Mujeres,2002,56.584
8646,27,65 y más,Españoles,Mujeres,2001,56.098
8647,27,65 y más,Españoles,Mujeres,2000,55.179
8648,27,65 y más,Españoles,Mujeres,1999,54.455
8649,27,65 y más,Españoles,Mujeres,1998,53.214
8650,27,65 y más,Extranjeros,Hombres,2022,348
8651,27,65 y más,Extranjeros,Hombres,2021,334
8652,27,65 y más,Extranjeros,Hombres,2020,318
8653,27,65 y más,Extranjeros,Hombres,2019,274
8654,27,65 y más,Extranjeros,Hombres,2018,258
8655,27,65 y más,Extranjeros,Hombres,2017,224
8656,27,65 y más,Extranjeros,Hombres,2016,205
8657,27,65 y más,Extranjeros,Hombres,2015,199
8658,27,65 y más,Extranjeros,Hombres,2014,187
8659,27,65 y más,Extranjeros,Hombres,2013,185
8660,27,65 y más,Extranjeros,Hombres,2012,183
8661,27,65 y más,Extranjeros,Hombres,2011,160
8662,27,65 y más,Extranjeros,Hombres,2010,156
8663,27,65 y más,Extranjeros,Hombres,2009,154
8664,27,65 y más,Extranjeros,Hombres,2008,143
8665,27,65 y más,Extranjeros,Hombres,2007,140
8666,27,65 y más,Extranjeros,Hombres,2006,143
8667,27,65 y más,Extranjeros,Hombres,2005,121
8668,27,65 y más,Extranjeros,Hombres,2004,99
8669,27,65 y más,Extranjeros,Hombres,2003,108
8670,27,65 y más,Extranjeros,Hombres,2002,94
8671,27,65 y más,Extranjeros,Hombres,2001,86
8672,27,65 y más,Extranjeros,Hombres,2000,97
8673,27,65 y más,Extranjeros,Hombres,1999,90
8674,27,65 y más,Extranjeros,Hombres,1998,72
8675,27,65 y más,Extranjeros,Mujeres,2022,462
8676,27,65 y más,Extranjeros,Mujeres,2021,435
8677,27,65 y más,Extranjeros,Mujeres,2020,396
8678,27,65 y más,Extranjeros,Mujeres,2019,336
8679,27,65 y más,Extranjeros,Mujeres,2018,303
8680,27,65 y más,Extranjeros,Mujeres,2017,249
8681,27,65 y más,Extranjeros,Mujeres,2016,242
8682,27,65 y más,Extranjeros,Mujeres,2015,234
8683,27,65 y más,Extranjeros,Mujeres,2014,236
8684,27,65 y más,Extranjeros,Mujeres,2013,227
8685,27,65 y más,Extranjeros,Mujeres,2012,226
8686,27,65 y más,Extranjeros,Mujeres,2011,220
8687,27,65 y más,Extranjeros,Mujeres,2010,197
8688,27,65 y más,Extranjeros,Mujeres,2009,185
8689,27,65 y más,Extranjeros,Mujeres,2008,170
8690,27,65 y más,Extranjeros,Mujeres,2007,144
8691,27,65 y más,Extranjeros,Mujeres,2006,148
8692,27,65 y más,Extranjeros,Mujeres,2005,153
8693,27,65 y más,Extranjeros,Mujeres,2004,132
8694,27,65 y más,Extranjeros,Mujeres,2003,127
8695,27,65 y más,Extranjeros,Mujeres,2002,98
8696,27,65 y más,Extranjeros,Mujeres,2001,86
8697,27,65 y más,Extranjeros,Mujeres,2000,89
8698,27,65 y más,Extranjeros,Mujeres,1999,89
8699,27,65 y más,Extranjeros,Mujeres,1998,64
8700,28,0-15 años,Españoles,Hombres,2022,466.256
8701,28,0-15 años,Españoles,Hombres,2021,474.314
8702,28,0-15 años,Españoles,Hombres,2020,486.075
8703,28,0-15 años,Españoles,Hombres,2019,490.790
8704,28,0-15 años,Españoles,Hombres,2018,493.470
8705,28,0-15 años,Españoles,Hombres,2017,493.054
8706,28,0-15 años,Españoles,Hombres,2016,491.010
8707,28,0-15 años,Españoles,Hombres,2015,485.833
8708,28,0-15 años,Españoles,Hombres,2014,479.661
8709,28,0-15 años,Españoles,Hombres,2013,475.632
8710,28,0-15 años,Españoles,Hombres,2012,469.260
8711,28,0-15 años,Españoles,Hombres,2011,460.207
8712,28,0-15 años,Españoles,Hombres,2010,450.853
8713,28,0-15 años,Españoles,Hombres,2009,438.429
8714,28,0-15 años,Españoles,Hombres,2008,426.403
8715,28,0-15 años,Españoles,Hombres,2007,417.365
8716,28,0-15 años,Españoles,Hombres,2006,411.164
8717,28,0-15 años,Españoles,Hombres,2005,402.685
8718,28,0-15 años,Españoles,Hombres,2004,387.752
8719,28,0-15 años,Españoles,Hombres,2003,385.986
8720,28,0-15 años,Españoles,Hombres,2002,382.411
8721,28,0-15 años,Españoles,Hombres,2001,386.162
8722,28,0-15 años,Españoles,Hombres,2000,389.764
8723,28,0-15 años,Españoles,Hombres,1999,395.817
8724,28,0-15 años,Españoles,Hombres,1998,403.627
8725,28,0-15 años,Españoles,Mujeres,2022,442.136
8726,28,0-15 años,Españoles,Mujeres,2021,450.470
8727,28,0-15 años,Españoles,Mujeres,2020,460.860
8728,28,0-15 años,Españoles,Mujeres,2019,465.776
8729,28,0-15 años,Españoles,Mujeres,2018,468.512
8730,28,0-15 años,Españoles,Mujeres,2017,468.853
8731,28,0-15 años,Españoles,Mujeres,2016,466.961
8732,28,0-15 años,Españoles,Mujeres,2015,462.029
8733,28,0-15 años,Españoles,Mujeres,2014,456.069
8734,28,0-15 años,Españoles,Mujeres,2013,451.888
8735,28,0-15 años,Españoles,Mujeres,2012,445.604
8736,28,0-15 años,Españoles,Mujeres,2011,436.878
8737,28,0-15 años,Españoles,Mujeres,2010,427.380
8738,28,0-15 años,Españoles,Mujeres,2009,415.720
8739,28,0-15 años,Españoles,Mujeres,2008,404.517
8740,28,0-15 años,Españoles,Mujeres,2007,395.751
8741,28,0-15 años,Españoles,Mujeres,2006,389.353
8742,28,0-15 años,Españoles,Mujeres,2005,381.267
8743,28,0-15 años,Españoles,Mujeres,2004,367.210
8744,28,0-15 años,Españoles,Mujeres,2003,365.717
8745,28,0-15 años,Españoles,Mujeres,2002,362.300
8746,28,0-15 años,Españoles,Mujeres,2001,365.479
8747,28,0-15 años,Españoles,Mujeres,2000,369.564
8748,28,0-15 años,Españoles,Mujeres,1999,375.583
8749,28,0-15 años,Españoles,Mujeres,1998,383.444
8750,28,0-15 años,Extranjeros,Hombres,2022,68.961
8751,28,0-15 años,Extranjeros,Hombres,2021,69.960
8752,28,0-15 años,Extranjeros,Hombres,2020,70.360
8753,28,0-15 años,Extranjeros,Hombres,2019,66.003
8754,28,0-15 años,Extranjeros,Hombres,2018,62.888
8755,28,0-15 años,Extranjeros,Hombres,2017,61.154
8756,28,0-15 años,Extranjeros,Hombres,2016,61.389
8757,28,0-15 años,Extranjeros,Hombres,2015,63.616
8758,28,0-15 años,Extranjeros,Hombres,2014,68.737
8759,28,0-15 años,Extranjeros,Hombres,2013,74.234
8760,28,0-15 años,Extranjeros,Hombres,2012,77.312
8761,28,0-15 años,Extranjeros,Hombres,2011,81.619
8762,28,0-15 años,Extranjeros,Hombres,2010,83.025
8763,28,0-15 años,Extranjeros,Hombres,2009,80.666
8764,28,0-15 años,Extranjeros,Hombres,2008,75.914
8765,28,0-15 años,Extranjeros,Hombres,2007,65.829
8766,28,0-15 años,Extranjeros,Hombres,2006,62.699
8767,28,0-15 años,Extranjeros,Hombres,2005,62.868
8768,28,0-15 años,Extranjeros,Hombres,2004,54.560
8769,28,0-15 años,Extranjeros,Hombres,2003,47.020
8770,28,0-15 años,Extranjeros,Hombres,2002,35.132
8771,28,0-15 años,Extranjeros,Hombres,2001,23.969
8772,28,0-15 años,Extranjeros,Hombres,2000,15.391
8773,28,0-15 años,Extranjeros,Hombres,1999,12.063
8774,28,0-15 años,Extranjeros,Hombres,1998,9.813
8775,28,0-15 años,Extranjeros,Mujeres,2022,65.405
8776,28,0-15 años,Extranjeros,Mujeres,2021,66.546
8777,28,0-15 años,Extranjeros,Mujeres,2020,66.970
8778,28,0-15 años,Extranjeros,Mujeres,2019,62.715
8779,28,0-15 años,Extranjeros,Mujeres,2018,59.726
8780,28,0-15 años,Extranjeros,Mujeres,2017,57.862
8781,28,0-15 años,Extranjeros,Mujeres,2016,58.497
8782,28,0-15 años,Extranjeros,Mujeres,2015,60.614
8783,28,0-15 años,Extranjeros,Mujeres,2014,65.364
8784,28,0-15 años,Extranjeros,Mujeres,2013,70.522
8785,28,0-15 años,Extranjeros,Mujeres,2012,73.563
8786,28,0-15 años,Extranjeros,Mujeres,2011,77.476
8787,28,0-15 años,Extranjeros,Mujeres,2010,78.720
8788,28,0-15 años,Extranjeros,Mujeres,2009,76.865
8789,28,0-15 años,Extranjeros,Mujeres,2008,72.064
8790,28,0-15 años,Extranjeros,Mujeres,2007,62.570
8791,28,0-15 años,Extranjeros,Mujeres,2006,59.683
8792,28,0-15 años,Extranjeros,Mujeres,2005,59.910
8793,28,0-15 años,Extranjeros,Mujeres,2004,51.903
8794,28,0-15 años,Extranjeros,Mujeres,2003,44.613
8795,28,0-15 años,Extranjeros,Mujeres,2002,32.980
8796,28,0-15 años,Extranjeros,Mujeres,2001,22.542
8797,28,0-15 años,Extranjeros,Mujeres,2000,14.274
8798,28,0-15 años,Extranjeros,Mujeres,1999,11.062
8799,28,0-15 años,Extranjeros,Mujeres,1998,9.266
8800,28,16-64 años,Españoles,Hombres,2022,1.818.261
8801,28,16-64 años,Españoles,Hombres,2021,1.816.835
8802,28,16-64 años,Españoles,Hombres,2020,1.819.532
