,Provincias,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total
311,3,0-15 años,Españoles,Hombres,2011,127.087
312,3,0-15 años,Españoles,Hombres,2010,126.101
313,3,0-15 años,Españoles,Hombres,2009,125.314
314,3,0-15 años,Españoles,Hombres,2008,124.293
315,3,0-15 años,Españoles,Hombres,2007,122.421
316,3,0-15 años,Españoles,Hombres,2006,122.372
317,3,0-15 años,Españoles,Hombres,2005,120.803
318,3,0-15 años,Españoles,Hombres,2004,119.793
319,3,0-15 años,Españoles,Hombres,2003,120.055
320,3,0-15 años,Españoles,Hombres,2002,119.451
321,3,0-15 años,Españoles,Hombres,2001,118.557
322,3,0-15 años,Españoles,Hombres,2000,118.545
323,3,0-15 años,Españoles,Hombres,1999,119.560
324,3,0-15 años,Españoles,Hombres,1998,130.250
325,3,0-15 años,Españoles,Mujeres,2022,112.335
326,3,0-15 años,Españoles,Mujeres,2021,114.198
327,3,0-15 años,Españoles,Mujeres,2020,116.230
328,3,0-15 años,Españoles,Mujeres,2019,118.118
329,3,0-15 años,Españoles,Mujeres,2018,119.473
330,3,0-15 años,Españoles,Mujeres,2017,120.362
331,3,0-15 años,Españoles,Mujeres,2016,120.791
332,3,0-15 años,Españoles,Mujeres,2015,120.992
333,3,0-15 años,Españoles,Mujeres,2014,120.532
334,3,0-15 años,Españoles,Mujeres,2013,120.493
335,3,0-15 años,Españoles,Mujeres,2012,119.927
336,3,0-15 años,Españoles,Mujeres,2011,119.636
337,3,0-15 años,Españoles,Mujeres,2010,118.853
338,3,0-15 años,Españoles,Mujeres,2009,118.020
339,3,0-15 años,Españoles,Mujeres,2008,117.016
340,3,0-15 años,Españoles,Mujeres,2007,115.435
341,3,0-15 años,Españoles,Mujeres,2006,115.480
342,3,0-15 años,Españoles,Mujeres,2005,114.036
343,3,0-15 años,Españoles,Mujeres,2004,113.241
344,3,0-15 años,Españoles,Mujeres,2003,113.444
345,3,0-15 años,Españoles,Mujeres,2002,112.732
346,3,0-15 años,Españoles,Mujeres,2001,112.316
347,3,0-15 años,Españoles,Mujeres,2000,112.409
348,3,0-15 años,Españoles,Mujeres,1999,113.067
349,3,0-15 años,Españoles,Mujeres,1998,124.575
350,3,0-15 años,Extranjeros,Hombres,2022,26.170
351,3,0-15 años,Extranjeros,Hombres,2021,25.690
352,3,0-15 años,Extranjeros,Hombres,2020,26.167
353,3,0-15 años,Extranjeros,Hombres,2019,24.426
354,3,0-15 años,Extranjeros,Hombres,2018,22.940
355,3,0-15 años,Extranjeros,Hombres,2017,22.308
356,3,0-15 años,Extranjeros,Hombres,2016,23.126
357,3,0-15 años,Extranjeros,Hombres,2015,23.982
358,3,0-15 años,Extranjeros,Hombres,2014,24.896
359,3,0-15 años,Extranjeros,Hombres,2013,27.953
360,3,0-15 años,Extranjeros,Hombres,2012,28.691
361,3,0-15 años,Extranjeros,Hombres,2011,28.950
362,3,0-15 años,Extranjeros,Hombres,2010,29.608
363,3,0-15 años,Extranjeros,Hombres,2009,29.709
364,3,0-15 años,Extranjeros,Hombres,2008,28.439
365,3,0-15 años,Extranjeros,Hombres,2007,24.635
366,3,0-15 años,Extranjeros,Hombres,2006,22.219
367,3,0-15 años,Extranjeros,Hombres,2005,20.179
368,3,0-15 años,Extranjeros,Hombres,2004,16.386
369,3,0-15 años,Extranjeros,Hombres,2003,13.692
370,3,0-15 años,Extranjeros,Hombres,2002,9.391
371,3,0-15 años,Extranjeros,Hombres,2001,5.939
372,3,0-15 años,Extranjeros,Hombres,2000,5.842
373,3,0-15 años,Extranjeros,Hombres,1999,5.001
374,3,0-15 años,Extranjeros,Hombres,1998,3.109
375,3,0-15 años,Extranjeros,Mujeres,2022,24.940
376,3,0-15 años,Extranjeros,Mujeres,2021,24.468
377,3,0-15 años,Extranjeros,Mujeres,2020,24.953
378,3,0-15 años,Extranjeros,Mujeres,2019,23.344
379,3,0-15 años,Extranjeros,Mujeres,2018,21.961
380,3,0-15 años,Extranjeros,Mujeres,2017,21.193
381,3,0-15 años,Extranjeros,Mujeres,2016,21.819
382,3,0-15 años,Extranjeros,Mujeres,2015,22.458
383,3,0-15 años,Extranjeros,Mujeres,2014,23.385
384,3,0-15 años,Extranjeros,Mujeres,2013,26.285
385,3,0-15 años,Extranjeros,Mujeres,2012,26.906
386,3,0-15 años,Extranjeros,Mujeres,2011,27.208
387,3,0-15 años,Extranjeros,Mujeres,2010,27.749
388,3,0-15 años,Extranjeros,Mujeres,2009,27.843
389,3,0-15 años,Extranjeros,Mujeres,2008,26.707
390,3,0-15 años,Extranjeros,Mujeres,2007,23.078
391,3,0-15 años,Extranjeros,Mujeres,2006,20.957
392,3,0-15 años,Extranjeros,Mujeres,2005,19.061
393,3,0-15 años,Extranjeros,Mujeres,2004,15.534
394,3,0-15 años,Extranjeros,Mujeres,2003,12.969
395,3,0-15 años,Extranjeros,Mujeres,2002,8.892
396,3,0-15 años,Extranjeros,Mujeres,2001,5.632
397,3,0-15 años,Extranjeros,Mujeres,2000,5.331
398,3,0-15 años,Extranjeros,Mujeres,1999,4.691
399,3,0-15 años,Extranjeros,Mujeres,1998,2.947
400,3,16-64 años,Españoles,Hombres,2022,491.833
401,3,16-64 años,Españoles,Hombres,2021,490.091
402,3,16-64 años,Españoles,Hombres,2020,488.873
403,3,16-64 años,Españoles,Hombres,2019,488.464
404,3,16-64 años,Españoles,Hombres,2018,488.864
405,3,16-64 años,Españoles,Hombres,2017,489.587
406,3,16-64 años,Españoles,Hombres,2016,488.483
407,3,16-64 años,Españoles,Hombres,2015,488.641
408,3,16-64 años,Españoles,Hombres,2014,487.174
409,3,16-64 años,Españoles,Hombres,2013,487.382
410,3,16-64 años,Españoles,Hombres,2012,487.424
411,3,16-64 años,Españoles,Hombres,2011,487.792
412,3,16-64 años,Españoles,Hombres,2010,487.290
413,3,16-64 años,Españoles,Hombres,2009,487.676
414,3,16-64 años,Españoles,Hombres,2008,486.945
415,3,16-64 años,Españoles,Hombres,2007,483.699
416,3,16-64 años,Españoles,Hombres,2006,480.474
417,3,16-64 años,Españoles,Hombres,2005,478.390
418,3,16-64 años,Españoles,Hombres,2004,472.412
419,3,16-64 años,Españoles,Hombres,2003,468.535
420,3,16-64 años,Españoles,Hombres,2002,463.702
421,3,16-64 años,Españoles,Hombres,2001,458.216
422,3,16-64 años,Españoles,Hombres,2000,446.044
423,3,16-64 años,Españoles,Hombres,1999,439.243
424,3,16-64 años,Españoles,Hombres,1998,433.833
425,3,16-64 años,Españoles,Mujeres,2022,482.133
426,3,16-64 años,Españoles,Mujeres,2021,480.834
427,3,16-64 años,Españoles,Mujeres,2020,480.020
428,3,16-64 años,Españoles,Mujeres,2019,480.081
429,3,16-64 años,Españoles,Mujeres,2018,480.438
430,3,16-64 años,Españoles,Mujeres,2017,481.471
431,3,16-64 años,Españoles,Mujeres,2016,480.668
432,3,16-64 años,Españoles,Mujeres,2015,480.921
433,3,16-64 años,Españoles,Mujeres,2014,480.074
434,3,16-64 años,Españoles,Mujeres,2013,479.895
435,3,16-64 años,Españoles,Mujeres,2012,479.662
436,3,16-64 años,Españoles,Mujeres,2011,479.799
437,3,16-64 años,Españoles,Mujeres,2010,479.281
438,3,16-64 años,Españoles,Mujeres,2009,479.938
439,3,16-64 años,Españoles,Mujeres,2008,478.690
440,3,16-64 años,Españoles,Mujeres,2007,475.822
441,3,16-64 años,Españoles,Mujeres,2006,473.034
442,3,16-64 años,Españoles,Mujeres,2005,471.668
443,3,16-64 años,Españoles,Mujeres,2004,466.483
444,3,16-64 años,Españoles,Mujeres,2003,463.086
445,3,16-64 años,Españoles,Mujeres,2002,459.174
446,3,16-64 años,Españoles,Mujeres,2001,454.828
447,3,16-64 años,Españoles,Mujeres,2000,444.382
448,3,16-64 años,Españoles,Mujeres,1999,437.758
449,3,16-64 años,Españoles,Mujeres,1998,433.877
450,3,16-64 años,Extranjeros,Hombres,2022,127.434
451,3,16-64 años,Extranjeros,Hombres,2021,123.928
452,3,16-64 años,Extranjeros,Hombres,2020,124.773
453,3,16-64 años,Extranjeros,Hombres,2019,116.977
454,3,16-64 años,Extranjeros,Hombres,2018,110.217
455,3,16-64 años,Extranjeros,Hombres,2017,107.155
456,3,16-64 años,Extranjeros,Hombres,2016,113.135
457,3,16-64 años,Extranjeros,Hombres,2015,119.752
458,3,16-64 años,Extranjeros,Hombres,2014,128.574
459,3,16-64 años,Extranjeros,Hombres,2013,153.662
460,3,16-64 años,Extranjeros,Hombres,2012,157.872
461,3,16-64 años,Extranjeros,Hombres,2011,158.449
462,3,16-64 años,Extranjeros,Hombres,2010,161.889
463,3,16-64 años,Extranjeros,Hombres,2009,164.454
464,3,16-64 años,Extranjeros,Hombres,2008,162.559
465,3,16-64 años,Extranjeros,Hombres,2007,143.612
466,3,16-64 años,Extranjeros,Hombres,2006,133.932
467,3,16-64 años,Extranjeros,Hombres,2005,120.888
468,3,16-64 años,Extranjeros,Hombres,2004,96.899
469,3,16-64 años,Extranjeros,Hombres,2003,87.960
470,3,16-64 años,Extranjeros,Hombres,2002,65.073
471,3,16-64 años,Extranjeros,Hombres,2001,42.249
472,3,16-64 años,Extranjeros,Hombres,2000,35.667
473,3,16-64 años,Extranjeros,Hombres,1999,30.079
474,3,16-64 años,Extranjeros,Hombres,1998,21.457
475,3,16-64 años,Extranjeros,Mujeres,2022,126.613
476,3,16-64 años,Extranjeros,Mujeres,2021,122.417
477,3,16-64 años,Extranjeros,Mujeres,2020,121.991
478,3,16-64 años,Extranjeros,Mujeres,2019,114.914
479,3,16-64 años,Extranjeros,Mujeres,2018,108.291
480,3,16-64 años,Extranjeros,Mujeres,2017,104.782
481,3,16-64 años,Extranjeros,Mujeres,2016,109.811
482,3,16-64 años,Extranjeros,Mujeres,2015,115.736
483,3,16-64 años,Extranjeros,Mujeres,2014,123.305
484,3,16-64 años,Extranjeros,Mujeres,2013,147.209
485,3,16-64 años,Extranjeros,Mujeres,2012,150.791
486,3,16-64 años,Extranjeros,Mujeres,2011,151.484
487,3,16-64 años,Extranjeros,Mujeres,2010,153.216
488,3,16-64 años,Extranjeros,Mujeres,2009,153.856
489,3,16-64 años,Extranjeros,Mujeres,2008,149.213
490,3,16-64 años,Extranjeros,Mujeres,2007,131.555
491,3,16-64 años,Extranjeros,Mujeres,2006,119.933
492,3,16-64 años,Extranjeros,Mujeres,2005,108.021
493,3,16-64 años,Extranjeros,Mujeres,2004,87.816
494,3,16-64 años,Extranjeros,Mujeres,2003,80.781
495,3,16-64 años,Extranjeros,Mujeres,2002,60.046
496,3,16-64 años,Extranjeros,Mujeres,2001,42.488
497,3,16-64 años,Extranjeros,Mujeres,2000,38.014
498,3,16-64 años,Extranjeros,Mujeres,1999,32.507
499,3,16-64 años,Extranjeros,Mujeres,1998,23.712
500,3,65 y más,Españoles,Hombres,2022,134.324
501,3,65 y más,Españoles,Hombres,2021,132.094
502,3,65 y más,Españoles,Hombres,2020,129.671
503,3,65 y más,Españoles,Hombres,2019,127.087
504,3,65 y más,Españoles,Hombres,2018,124.695
505,3,65 y más,Españoles,Hombres,2017,122.099
506,3,65 y más,Españoles,Hombres,2016,119.614
507,3,65 y más,Españoles,Hombres,2015,117.996
508,3,65 y más,Españoles,Hombres,2014,115.971
509,3,65 y más,Españoles,Hombres,2013,112.606
510,3,65 y más,Españoles,Hombres,2012,110.772
511,3,65 y más,Españoles,Hombres,2011,108.972
512,3,65 y más,Españoles,Hombres,2010,106.413
513,3,65 y más,Españoles,Hombres,2009,104.269
514,3,65 y más,Españoles,Hombres,2008,102.295
515,3,65 y más,Españoles,Hombres,2007,100.954
516,3,65 y más,Españoles,Hombres,2006,99.956
517,3,65 y más,Españoles,Hombres,2005,96.541
518,3,65 y más,Españoles,Hombres,2004,96.253
519,3,65 y más,Españoles,Hombres,2003,94.562
520,3,65 y más,Españoles,Hombres,2002,92.752
521,3,65 y más,Españoles,Hombres,2001,91.287
522,3,65 y más,Españoles,Hombres,2000,87.200
523,3,65 y más,Españoles,Hombres,1999,84.635
524,3,65 y más,Españoles,Hombres,1998,80.905
525,3,65 y más,Españoles,Mujeres,2022,172.514
526,3,65 y más,Españoles,Mujeres,2021,169.543
527,3,65 y más,Españoles,Mujeres,2020,166.597
528,3,65 y más,Españoles,Mujeres,2019,163.672
529,3,65 y más,Españoles,Mujeres,2018,161.166
530,3,65 y más,Españoles,Mujeres,2017,158.484
531,3,65 y más,Españoles,Mujeres,2016,155.784
532,3,65 y más,Españoles,Mujeres,2015,154.001
533,3,65 y más,Españoles,Mujeres,2014,151.587
534,3,65 y más,Españoles,Mujeres,2013,148.126
535,3,65 y más,Españoles,Mujeres,2012,146.024
536,3,65 y más,Españoles,Mujeres,2011,144.157
537,3,65 y más,Españoles,Mujeres,2010,141.248
538,3,65 y más,Españoles,Mujeres,2009,138.821
539,3,65 y más,Españoles,Mujeres,2008,135.870
540,3,65 y más,Españoles,Mujeres,2007,134.026
541,3,65 y más,Españoles,Mujeres,2006,133.089
542,3,65 y más,Españoles,Mujeres,2005,129.311
543,3,65 y más,Españoles,Mujeres,2004,128.542
544,3,65 y más,Españoles,Mujeres,2003,126.784
545,3,65 y más,Españoles,Mujeres,2002,124.560
546,3,65 y más,Españoles,Mujeres,2001,122.616
547,3,65 y más,Españoles,Mujeres,2000,117.603
548,3,65 y más,Españoles,Mujeres,1999,114.457
549,3,65 y más,Españoles,Mujeres,1998,109.771
550,3,65 y más,Extranjeros,Hombres,2022,41.893
551,3,65 y más,Extranjeros,Hombres,2021,38.636
552,3,65 y más,Extranjeros,Hombres,2020,38.493
553,3,65 y más,Extranjeros,Hombres,2019,38.154
554,3,65 y más,Extranjeros,Hombres,2018,37.100
555,3,65 y más,Extranjeros,Hombres,2017,35.353
556,3,65 y más,Extranjeros,Hombres,2016,38.382
557,3,65 y más,Extranjeros,Hombres,2015,42.435
558,3,65 y más,Extranjeros,Hombres,2014,44.029
559,3,65 y más,Extranjeros,Hombres,2013,59.601
560,3,65 y más,Extranjeros,Hombres,2012,56.987
561,3,65 y más,Extranjeros,Hombres,2011,53.310
562,3,65 y más,Extranjeros,Hombres,2010,50.432
563,3,65 y más,Extranjeros,Hombres,2009,46.778
564,3,65 y más,Extranjeros,Hombres,2008,42.992
565,3,65 y más,Extranjeros,Hombres,2007,38.134
566,3,65 y más,Extranjeros,Hombres,2006,33.909
567,3,65 y más,Extranjeros,Hombres,2005,29.199
568,3,65 y más,Extranjeros,Hombres,2004,23.825
569,3,65 y más,Extranjeros,Hombres,2003,26.868
570,3,65 y más,Extranjeros,Hombres,2002,22.245
571,3,65 y más,Extranjeros,Hombres,2001,18.931
572,3,65 y más,Extranjeros,Hombres,2000,17.598
573,3,65 y más,Extranjeros,Hombres,1999,15.416
574,3,65 y más,Extranjeros,Hombres,1998,12.827
575,3,65 y más,Extranjeros,Mujeres,2022,41.698
576,3,65 y más,Extranjeros,Mujeres,2021,38.284
577,3,65 y más,Extranjeros,Mujeres,2020,38.241
578,3,65 y más,Extranjeros,Mujeres,2019,37.639
579,3,65 y más,Extranjeros,Mujeres,2018,36.393
580,3,65 y más,Extranjeros,Mujeres,2017,34.329
581,3,65 y más,Extranjeros,Mujeres,2016,36.413
582,3,65 y más,Extranjeros,Mujeres,2015,40.019
583,3,65 y más,Extranjeros,Mujeres,2014,41.036
584,3,65 y más,Extranjeros,Mujeres,2013,54.707
585,3,65 y más,Extranjeros,Mujeres,2012,51.363
586,3,65 y más,Extranjeros,Mujeres,2011,47.283
587,3,65 y más,Extranjeros,Mujeres,2010,44.205
588,3,65 y más,Extranjeros,Mujeres,2009,40.334
589,3,65 y más,Extranjeros,Mujeres,2008,36.458
590,3,65 y más,Extranjeros,Mujeres,2007,31.893
591,3,65 y más,Extranjeros,Mujeres,2006,28.200
592,3,65 y más,Extranjeros,Mujeres,2005,24.292
593,3,65 y más,Extranjeros,Mujeres,2004,19.856
594,3,65 y más,Extranjeros,Mujeres,2003,23.613
595,3,65 y más,Extranjeros,Mujeres,2002,19.952
596,3,65 y más,Extranjeros,Mujeres,2001,17.206
597,3,65 y más,Extranjeros,Mujeres,2000,16.508
598,3,65 y más,Extranjeros,Mujeres,1999,14.533
599,3,65 y más,Extranjeros,Mujeres,1998,11.670
600,4,0-15 años,Españoles,Hombres,2022,52.000
601,4,0-15 años,Españoles,Hombres,2021,52.239
602,4,0-15 años,Españoles,Hombres,2020,52.824
603,4,0-15 años,Españoles,Hombres,2019,53.087
604,4,0-15 años,Españoles,Hombres,2018,53.220
605,4,0-15 años,Españoles,Hombres,2017,53.459
606,4,0-15 años,Españoles,Hombres,2016,53.250
607,4,0-15 años,Españoles,Hombres,2015,53.004
608,4,0-15 años,Españoles,Hombres,2014,52.466
609,4,0-15 años,Españoles,Hombres,2013,51.814
610,4,0-15 años,Españoles,Hombres,2012,51.345
611,4,0-15 años,Españoles,Hombres,2011,51.345
612,4,0-15 años,Españoles,Hombres,2010,51.054
613,4,0-15 años,Españoles,Hombres,2009,50.557
614,4,0-15 años,Españoles,Hombres,2008,50.157
615,4,0-15 años,Españoles,Hombres,2007,49.503
616,4,0-15 años,Españoles,Hombres,2006,49.602
617,4,0-15 años,Españoles,Hombres,2005,49.450
618,4,0-15 años,Españoles,Hombres,2004,49.752
619,4,0-15 años,Españoles,Hombres,2003,50.139
620,4,0-15 años,Españoles,Hombres,2002,50.480
621,4,0-15 años,Españoles,Hombres,2001,50.684
622,4,0-15 años,Españoles,Hombres,2000,51.115
623,4,0-15 años,Españoles,Hombres,1999,52.331
624,4,0-15 años,Españoles,Hombres,1998,53.053
625,4,0-15 años,Españoles,Mujeres,2022,49.316
626,4,0-15 años,Españoles,Mujeres,2021,49.554
627,4,0-15 años,Españoles,Mujeres,2020,50.175
628,4,0-15 años,Españoles,Mujeres,2019,50.402
629,4,0-15 años,Españoles,Mujeres,2018,50.700
630,4,0-15 años,Españoles,Mujeres,2017,50.904
631,4,0-15 años,Españoles,Mujeres,2016,50.690
632,4,0-15 años,Españoles,Mujeres,2015,50.436
633,4,0-15 años,Españoles,Mujeres,2014,49.985
634,4,0-15 años,Españoles,Mujeres,2013,49.310
635,4,0-15 años,Españoles,Mujeres,2012,48.758
636,4,0-15 años,Españoles,Mujeres,2011,48.540
637,4,0-15 años,Españoles,Mujeres,2010,48.236
638,4,0-15 años,Españoles,Mujeres,2009,48.024
639,4,0-15 años,Españoles,Mujeres,2008,47.676
640,4,0-15 años,Españoles,Mujeres,2007,47.084
641,4,0-15 años,Españoles,Mujeres,2006,46.986
642,4,0-15 años,Españoles,Mujeres,2005,46.675
643,4,0-15 años,Españoles,Mujeres,2004,46.789
644,4,0-15 años,Españoles,Mujeres,2003,47.076
645,4,0-15 años,Españoles,Mujeres,2002,47.377
646,4,0-15 años,Españoles,Mujeres,2001,47.710
647,4,0-15 años,Españoles,Mujeres,2000,48.195
648,4,0-15 años,Españoles,Mujeres,1999,49.455
649,4,0-15 años,Españoles,Mujeres,1998,50.565
650,4,0-15 años,Extranjeros,Hombres,2022,14.554
651,4,0-15 años,Extranjeros,Hombres,2021,14.310
652,4,0-15 años,Extranjeros,Hombres,2020,14.105
653,4,0-15 años,Extranjeros,Hombres,2019,13.280
654,4,0-15 años,Extranjeros,Hombres,2018,12.664
655,4,0-15 años,Extranjeros,Hombres,2017,12.404
656,4,0-15 años,Extranjeros,Hombres,2016,12.624
657,4,0-15 años,Extranjeros,Hombres,2015,12.504
658,4,0-15 años,Extranjeros,Hombres,2014,12.946
659,4,0-15 años,Extranjeros,Hombres,2013,13.033
660,4,0-15 años,Extranjeros,Hombres,2012,13.532
661,4,0-15 años,Extranjeros,Hombres,2011,13.017
662,4,0-15 años,Extranjeros,Hombres,2010,12.602
663,4,0-15 años,Extranjeros,Hombres,2009,11.871
664,4,0-15 años,Extranjeros,Hombres,2008,11.143
665,4,0-15 años,Extranjeros,Hombres,2007,9.874
666,4,0-15 años,Extranjeros,Hombres,2006,8.741
667,4,0-15 años,Extranjeros,Hombres,2005,7.721
668,4,0-15 años,Extranjeros,Hombres,2004,6.152
669,4,0-15 años,Extranjeros,Hombres,2003,4.704
670,4,0-15 años,Extranjeros,Hombres,2002,3.076
671,4,0-15 años,Extranjeros,Hombres,2001,1.992
672,4,0-15 años,Extranjeros,Hombres,2000,1.448
673,4,0-15 años,Extranjeros,Hombres,1999,994
674,4,0-15 años,Extranjeros,Hombres,1998,801
675,4,0-15 años,Extranjeros,Mujeres,2022,13.677
676,4,0-15 años,Extranjeros,Mujeres,2021,13.471
677,4,0-15 años,Extranjeros,Mujeres,2020,13.379
678,4,0-15 años,Extranjeros,Mujeres,2019,12.602
679,4,0-15 años,Extranjeros,Mujeres,2018,12.107
680,4,0-15 años,Extranjeros,Mujeres,2017,11.899
681,4,0-15 años,Extranjeros,Mujeres,2016,11.946
682,4,0-15 años,Extranjeros,Mujeres,2015,11.830
683,4,0-15 años,Extranjeros,Mujeres,2014,12.166
684,4,0-15 años,Extranjeros,Mujeres,2013,12.315
685,4,0-15 años,Extranjeros,Mujeres,2012,12.629
686,4,0-15 años,Extranjeros,Mujeres,2011,12.217
687,4,0-15 años,Extranjeros,Mujeres,2010,11.803
688,4,0-15 años,Extranjeros,Mujeres,2009,11.202
689,4,0-15 años,Extranjeros,Mujeres,2008,10.339
690,4,0-15 años,Extranjeros,Mujeres,2007,8.998
691,4,0-15 años,Extranjeros,Mujeres,2006,8.001
692,4,0-15 años,Extranjeros,Mujeres,2005,6.982
693,4,0-15 años,Extranjeros,Mujeres,2004,5.570
694,4,0-15 años,Extranjeros,Mujeres,2003,4.146
695,4,0-15 años,Extranjeros,Mujeres,2002,2.674
696,4,0-15 años,Extranjeros,Mujeres,2001,1.697
697,4,0-15 años,Extranjeros,Mujeres,2000,1.201
698,4,0-15 años,Extranjeros,Mujeres,1999,794
699,4,0-15 años,Extranjeros,Mujeres,1998,685
700,4,16-64 años,Españoles,Hombres,2022,190.936
701,4,16-64 años,Españoles,Hombres,2021,190.108
702,4,16-64 años,Españoles,Hombres,2020,189.607
703,4,16-64 años,Españoles,Hombres,2019,189.308
704,4,16-64 años,Españoles,Hombres,2018,189.553
705,4,16-64 años,Españoles,Hombres,2017,189.979
706,4,16-64 años,Españoles,Hombres,2016,189.506
707,4,16-64 años,Españoles,Hombres,2015,188.822
708,4,16-64 años,Españoles,Hombres,2014,188.084
709,4,16-64 años,Españoles,Hombres,2013,186.715
710,4,16-64 años,Españoles,Hombres,2012,186.267
711,4,16-64 años,Españoles,Hombres,2011,185.797
712,4,16-64 años,Españoles,Hombres,2010,185.264
713,4,16-64 años,Españoles,Hombres,2009,184.412
714,4,16-64 años,Españoles,Hombres,2008,183.180
715,4,16-64 años,Españoles,Hombres,2007,181.032
716,4,16-64 años,Españoles,Hombres,2006,178.409
717,4,16-64 años,Españoles,Hombres,2005,176.064
718,4,16-64 años,Españoles,Hombres,2004,172.914
719,4,16-64 años,Españoles,Hombres,2003,170.151
720,4,16-64 años,Españoles,Hombres,2002,169.265
721,4,16-64 años,Españoles,Hombres,2001,167.551
722,4,16-64 años,Españoles,Hombres,2000,165.629
723,4,16-64 años,Españoles,Hombres,1999,164.273
724,4,16-64 años,Españoles,Hombres,1998,161.787
725,4,16-64 años,Españoles,Mujeres,2022,186.886
726,4,16-64 años,Españoles,Mujeres,2021,186.075
727,4,16-64 años,Españoles,Mujeres,2020,185.285
728,4,16-64 años,Españoles,Mujeres,2019,184.805
729,4,16-64 años,Españoles,Mujeres,2018,184.629
730,4,16-64 años,Españoles,Mujeres,2017,184.943
731,4,16-64 años,Españoles,Mujeres,2016,184.450
732,4,16-64 años,Españoles,Mujeres,2015,183.963
733,4,16-64 años,Españoles,Mujeres,2014,183.243
734,4,16-64 años,Españoles,Mujeres,2013,181.742
735,4,16-64 años,Españoles,Mujeres,2012,181.405
736,4,16-64 años,Españoles,Mujeres,2011,180.941
737,4,16-64 años,Españoles,Mujeres,2010,180.483
738,4,16-64 años,Españoles,Mujeres,2009,179.575
739,4,16-64 años,Españoles,Mujeres,2008,178.228
740,4,16-64 años,Españoles,Mujeres,2007,176.330
741,4,16-64 años,Españoles,Mujeres,2006,174.137
742,4,16-64 años,Españoles,Mujeres,2005,172.616
743,4,16-64 años,Españoles,Mujeres,2004,169.854
744,4,16-64 años,Españoles,Mujeres,2003,167.792
745,4,16-64 años,Españoles,Mujeres,2002,167.024
746,4,16-64 años,Españoles,Mujeres,2001,165.659
747,4,16-64 años,Españoles,Mujeres,2000,164.575
748,4,16-64 años,Españoles,Mujeres,1999,163.270
749,4,16-64 años,Españoles,Mujeres,1998,160.960
750,4,16-64 años,Extranjeros,Hombres,2022,68.816
751,4,16-64 años,Extranjeros,Hombres,2021,66.062
752,4,16-64 años,Extranjeros,Hombres,2020,65.918
753,4,16-64 años,Extranjeros,Hombres,2019,62.493
754,4,16-64 años,Extranjeros,Hombres,2018,59.569
755,4,16-64 años,Extranjeros,Hombres,2017,58.642
756,4,16-64 años,Extranjeros,Hombres,2016,58.701
757,4,16-64 años,Extranjeros,Hombres,2015,58.080
758,4,16-64 años,Extranjeros,Hombres,2014,60.344
759,4,16-64 años,Extranjeros,Hombres,2013,62.119
760,4,16-64 años,Extranjeros,Hombres,2012,66.773
761,4,16-64 años,Extranjeros,Hombres,2011,70.585
762,4,16-64 años,Extranjeros,Hombres,2010,70.083
763,4,16-64 años,Extranjeros,Hombres,2009,67.646
764,4,16-64 años,Extranjeros,Hombres,2008,62.331
765,4,16-64 años,Extranjeros,Hombres,2007,56.848
766,4,16-64 años,Extranjeros,Hombres,2006,57.609
767,4,16-64 años,Extranjeros,Hombres,2005,47.766
768,4,16-64 años,Extranjeros,Hombres,2004,31.548
769,4,16-64 años,Extranjeros,Hombres,2003,28.770
770,4,16-64 años,Extranjeros,Hombres,2002,20.814
771,4,16-64 años,Extranjeros,Hombres,2001,17.337
772,4,16-64 años,Extranjeros,Hombres,2000,10.199
773,4,16-64 años,Extranjeros,Hombres,1999,8.454
774,4,16-64 años,Extranjeros,Hombres,1998,7.506
775,4,16-64 años,Extranjeros,Mujeres,2022,50.325
776,4,16-64 años,Extranjeros,Mujeres,2021,48.660
777,4,16-64 años,Extranjeros,Mujeres,2020,47.971
778,4,16-64 años,Extranjeros,Mujeres,2019,45.278
779,4,16-64 años,Extranjeros,Mujeres,2018,43.803
780,4,16-64 años,Extranjeros,Mujeres,2017,43.582
781,4,16-64 años,Extranjeros,Mujeres,2016,44.221
782,4,16-64 años,Extranjeros,Mujeres,2015,44.683
783,4,16-64 años,Extranjeros,Mujeres,2014,46.385
784,4,16-64 años,Extranjeros,Mujeres,2013,48.047
785,4,16-64 años,Extranjeros,Mujeres,2012,50.136
786,4,16-64 años,Extranjeros,Mujeres,2011,49.465
787,4,16-64 años,Extranjeros,Mujeres,2010,47.758
788,4,16-64 años,Extranjeros,Mujeres,2009,45.254
789,4,16-64 años,Extranjeros,Mujeres,2008,40.939
790,4,16-64 años,Extranjeros,Mujeres,2007,35.100
791,4,16-64 años,Extranjeros,Mujeres,2006,31.836
792,4,16-64 años,Extranjeros,Mujeres,2005,26.895
793,4,16-64 años,Extranjeros,Mujeres,2004,20.000
794,4,16-64 años,Extranjeros,Mujeres,2003,15.906
795,4,16-64 años,Extranjeros,Mujeres,2002,10.742
796,4,16-64 años,Extranjeros,Mujeres,2001,7.179
797,4,16-64 años,Extranjeros,Mujeres,2000,4.649
798,4,16-64 años,Extranjeros,Mujeres,1999,3.592
799,4,16-64 años,Extranjeros,Mujeres,1998,3.178
800,4,65 y más,Españoles,Hombres,2022,44.106
801,4,65 y más,Españoles,Hombres,2021,43.214
802,4,65 y más,Españoles,Hombres,2020,42.233
803,4,65 y más,Españoles,Hombres,2019,41.168
