,ID Energía,ID Comunidad,Año,Mes,Valor,Porcentaje
370,1,9,2019,11,9790.189,0.01526056893476336
371,1,9,2019,12,11292.4535,0.014953612804916453
372,2,10,2019,1,40370.228,0.3806531045392598
373,2,10,2019,2,57339.018,0.49472218632366793
374,2,10,2019,3,26311.523,0.2703270140816708
375,2,10,2019,4,25020.153,0.28480020039248233
376,2,10,2019,5,22958.569,0.3630339809047246
377,2,10,2019,6,16793.131,0.24071467030370947
378,2,10,2019,7,20218.794,0.26020156837806935
379,2,10,2019,8,20288.618,0.2664028507913341
380,2,10,2019,9,15939.702,0.20828261630854628
381,2,10,2019,10,16986.119,0.20134174140006025
382,2,10,2019,11,56089.018,0.4370223366541106
383,2,10,2019,12,69993.766,0.5239725975354251
384,3,10,2019,1,30718.166,0.28964328003429496
385,3,10,2019,2,27230.081,0.23494167978409694
386,3,10,2019,3,33080.164,0.33986865600489863
387,3,10,2019,4,26674.263,0.3036286567760707
388,3,10,2019,5,30499.286,0.48227209680759
389,3,10,2019,6,20466.583,0.29337035357423846
390,3,10,2019,7,19376.402,0.2493605795639423
391,3,10,2019,8,17051.332,0.22389516400720344
392,3,10,2019,9,24578.96,0.3211710040089273
393,3,10,2019,10,30217.147,0.358173223508066
394,3,10,2019,11,39391.644,0.3069233322203444
395,3,10,2019,12,29859.569,0.2235284200912729
396,0,10,2019,1,993.825,0.00937083069282467
397,0,10,2019,2,2244.204,0.01936303669233263
398,0,10,2019,3,3155.05,0.03241527469840402
399,0,10,2019,4,2821.665,0.03211853890103924
400,0,10,2019,5,3390.224,0.0536081545360575
401,0,10,2019,6,3751.839,0.0537792915399516
402,0,10,2019,7,3531.39,0.045446489862581825
403,0,10,2019,8,3485.365,0.04576512663643911
404,0,10,2019,9,2935.885,0.038362938590760134
405,0,10,2019,10,2097.968,0.024867865962884258
406,0,10,2019,11,1180.107,0.00919490369116237
407,0,10,2019,12,1090.981,0.008167072313722847
408,5,10,2019,1,4074.71,0.03842066513959662
409,5,10,2019,2,1488.559,0.012843316621707278
410,5,10,2019,3,4258.079,0.04374789637961537
411,5,10,2019,4,4904.86,0.05583119779071977
412,5,10,2019,5,5228.649,0.08267837865781215
413,5,10,2019,6,3355.166,0.04809333515615496
414,5,10,2019,7,4877.801,0.06277384647353917
415,5,10,2019,8,4896.224,0.064290629934131
416,5,10,2019,9,4724.818,0.061738761152605806
417,5,10,2019,10,5349.227,0.06340604815757031
418,5,10,2019,11,5365.275,0.04180399480860734
419,5,10,2019,12,5140.901,0.03848473092078607
420,1,10,2019,1,29898.2365,0.2819121195940239
421,1,10,2019,2,27599.5865,0.2381297805781953
422,1,10,2019,3,30527.384,0.31364115883541105
423,1,10,2019,4,28430.658,0.3236214061396879
424,1,10,2019,5,1164.0985,0.018407389093815847
425,1,10,2019,6,25396.9185,0.3640423494259456
426,1,10,2019,7,29699.964,0.3822175157218674
427,1,10,2019,8,30436.122,0.39964622863089244
428,1,10,2019,9,28349.835,0.37044467993916047
429,1,10,2019,10,29714.1565,0.35221112097141904
430,1,10,2019,11,26317.5515,0.20505543262577525
431,1,10,2019,12,27497.658,0.20584717913879305
432,2,11,2019,1,171819.515,0.5210083441168245
433,2,11,2019,2,261289.653,0.7572128247059633
434,2,11,2019,3,141990.993,0.49351434270589845
435,2,11,2019,4,148493.429,0.543648164129291
436,2,11,2019,5,119019.553,0.5566189502320787
437,2,11,2019,6,81570.817,0.602066005303132
438,2,11,2019,7,64653.584,0.48899454921936447
439,2,11,2019,8,36158.663,0.34075962973928675
440,2,11,2019,9,37947.521,0.22387153132720994
441,2,11,2019,10,70126.813,0.34933677145887804
442,2,11,2019,11,356504.89,0.6165497929695699
443,2,11,2019,12,426727.744,0.7276797090621794
444,3,11,2019,1,135979.771,0.41233148238193423
445,3,11,2019,2,65149.886,0.1888032252365213
446,3,11,2019,3,122244.591,0.4248822950108983
447,3,11,2019,4,104876.368,0.3839620736601612
448,3,11,2019,5,73694.773,0.3446484728845464
449,3,11,2019,6,40426.257,0.298382141512053
450,3,11,2019,7,42352.3,0.3203232143619956
451,3,11,2019,8,44489.981,0.41927406034531484
452,3,11,2019,9,108340.237,0.639153602722635
453,3,11,2019,10,108200.772,0.5390022267208716
454,3,11,2019,11,202227.654,0.34973831132140104
455,3,11,2019,12,137968.759,0.23527194521664366
456,0,11,2019,1,21.001,6.368133581797987e-05
457,0,11,2019,2,38.817,0.00011249098415929765
458,0,11,2019,3,13.418,4.663658807166554e-05
459,0,11,2019,4,59.544,0.00021799608577235092
460,0,11,2019,5,69.037,0.00032286545780567686
461,0,11,2019,6,54.294,0.0004007385593787574
462,0,11,2019,7,62.443,0.00047227523592357655
463,0,11,2019,8,52.382,0.0004936485324416812
464,0,11,2019,9,51.236,0.0003022669591270778
465,0,11,2019,10,9.467,4.715986758732638e-05
466,0,11,2019,11,18.643,3.224173949011384e-05
467,0,11,2019,12,17.887,3.0501899956135037e-05
468,5,11,2019,1,21962.368,0.06659649216542331
469,5,11,2019,2,18589.298,0.05387145907335609
470,5,11,2019,3,23465.013,0.08155672569513168
471,5,11,2019,4,19713.178,0.07217176612477531
472,5,11,2019,5,21042.546,0.09840971142556909
473,5,11,2019,6,13433.473,0.09915111462543623
474,5,11,2019,7,25149.065,0.1902099611827164
475,5,11,2019,8,25410.907,0.2394726613829568
476,5,11,2019,9,23166.797,0.136672598991028
477,5,11,2019,10,22405.666,0.11161384195266302
478,5,11,2019,11,19474.439,0.03367965396953887
479,5,11,2019,12,21708.096,0.03701784382122073
480,2,13,2019,1,7255.261,0.21662825547449996
481,2,13,2019,2,7365.365,0.2144963579507908
482,2,13,2019,3,7916.29,0.20948837765147335
483,2,13,2019,4,9552.571,0.2552183379658802
484,2,13,2019,5,8793.242,0.22435467975469187
485,2,13,2019,6,9590.487,0.23341236662523543
486,2,13,2019,7,7660.623,0.20421736408067112
487,2,13,2019,8,6305.742,0.18585016141640828
488,2,13,2019,9,4911.483,0.14668785720942704
489,2,13,2019,10,4269.331,0.13452165128105947
490,2,13,2019,11,7635.876,0.2341696549900613
491,2,13,2019,12,15735.216,0.3751407205406644
492,0,13,2019,1,5146.445,0.15366303186687053
493,0,13,2019,2,6551.194,0.19078582707429614
494,0,13,2019,3,9032.505,0.23902671814433543
495,0,13,2019,4,7628.735,0.2038187486365858
496,0,13,2019,5,10747.47,0.27421572043885045
497,0,13,2019,6,10586.305,0.257648491037688
498,0,13,2019,7,10375.872,0.2766006406892026
499,0,13,2019,8,9774.529,0.2880862858676051
500,0,13,2019,9,8009.285,0.2392077615721373
501,0,13,2019,10,6472.266,0.20393356941643964
502,0,13,2019,11,3916.796,0.12011650896196481
503,0,13,2019,12,3434.892,0.08189070044283878
504,5,13,2019,1,13467.019,0.40209950164603936
505,5,13,2019,2,13264.394,0.38628964123628934
506,5,13,2019,3,14549.112,0.38501240721974345
507,5,13,2019,4,12888.082,0.3443339879502573
508,5,13,2019,5,13359.963,0.3408720265403286
509,5,13,2019,6,14537.617,0.3538151492266509
510,5,13,2019,7,12972.72,0.3458275760805099
511,5,13,2019,8,12817.951,0.37778555836531397
512,5,13,2019,9,12928.104,0.38611471800688757
513,5,13,2019,10,13460.339,0.42411961712100676
514,5,13,2019,11,13674.454,0.41935492081818293
515,5,13,2019,12,14651.851,0.34931239211425213
516,1,13,2019,1,7623.0325,0.22760921101259018
517,1,13,2019,2,7156.996,0.2084281737386237
518,1,13,2019,3,6290.7765,0.16647249698444774
519,1,13,2019,4,7359.627,0.19662892544727667
520,1,13,2019,5,6292.811,0.16055757326612893
521,1,13,2019,6,6373.761,0.1551239931104257
522,1,13,2019,7,6502.889,0.17335441914961636
523,1,13,2019,8,5030.9495,0.14827799435067252
524,1,13,2019,9,7633.6745,0.22798966321154818
525,1,13,2019,10,7535.193,0.23742516218149412
526,1,13,2019,11,7381.181,0.22635891522979096
527,1,13,2019,12,8122.877,0.19365618690224465
528,2,14,2019,1,34583.391,0.08010788301717488
529,2,14,2019,2,76468.871,0.27308611890584433
530,2,14,2019,3,49043.068,0.14078346747899234
531,2,14,2019,4,42637.727,0.1644819814598942
532,2,14,2019,5,47543.649,0.13479138387290385
533,2,14,2019,6,39882.439,0.14976982952853293
534,2,14,2019,7,23208.688,0.08113454048171582
535,2,14,2019,8,18503.258,0.08159255115152812
536,2,14,2019,9,16581.292,0.06414778311916265
537,2,14,2019,10,14618.967,0.06648013381623029
538,2,14,2019,11,63900.263,0.2328607359725315
539,2,14,2019,12,83446.172,0.27131321248142776
540,3,14,2019,1,353912.097,0.8197908893560798
541,3,14,2019,2,154589.844,0.55207223499115
542,3,14,2019,3,243962.759,0.7003216672285214
543,3,14,2019,4,164283.815,0.6337515931135516
544,3,14,2019,5,244350.044,0.6927587863557748
545,3,14,2019,6,166495.685,0.6252383501341611
546,3,14,2019,7,202234.768,0.7069863221525668
547,3,14,2019,8,148950.919,0.6568186790442321
548,3,14,2019,9,190009.621,0.7350872271269508
549,3,14,2019,10,169036.796,0.7686992396895636
550,3,14,2019,11,172451.762,0.628436290146096
